ra,dec,st_dist
285.930707,39.098134,630
291.640896,41.241049,655
290.765882,38.927952,1070
290.358128,44.518753,746
295.109945,43.915207,523
299.407009,44.035046,923.41
288.100873,50.033718,251.91
288.100873,50.033718,251.91
295.951366,43.852051,747
297.201554,41.730206,1044
291.08013,43.860203,1433
284.921843,45.972398,75
287.858119,42.542629,222
284.635187,40.719832,231
297.018834,50.408981,410
295.40435,42.981423,325
289.664398,48.706207,339
296.479776,49.937683,801.76
296.479776,49.937683,801.76
296.479776,49.937683,801.76
287.655008,39.24428,378
282.945693,47.574875,448
298.26896,48.91674,531
285.041686,50.075375,467
286.247188,50.242409,489
290.493913,52.055611,255
295.608779,38.735736,777
293.675335,41.295348,284
287.089972,41.373873,324
299.319538,41.384647,234
286.738033,49.97575,324.54
286.738033,49.97575,324.54
286.738033,49.97575,324.54
293.180322,41.617763,492
293.180322,41.617763,492
298.816376,43.998039,737
288.153996,44.068821,749
284.06113,45.506855,270
296.859217,49.162048,730
296.859217,49.162048,730
296.183433,47.358761,566
297.650933,47.396294,504
290.957911,47.406284,901
295.684814,47.748081,711
285.888369,47.880386,787
285.888369,47.880386,787
290.461775,40.562462,1420.1
290.461775,40.562462,1420.1
290.461775,40.562462,1420.1
283.340288,48.549046,464
286.524812,48.683601,254
298.660915,48.606373,325
293.685736,48.825146,305
296.418559,49.540104,473
296.566641,49.696251,678
297.73638,49.637154,446
289.880634,51.277081,465
297.486901,49.623455,156.66
299.122454,41.86676,310.01
299.122454,41.86676,310.01
294.773939,43.056295,273.8
294.773939,43.056295,273.8
294.773939,43.056295,273.8
290.625252,44.873962,350
294.149669,38.458259,1020
292.215089,38.548588,439
287.218727,38.862513,212
294.029098,39.051846,797
290.566303,40.692045,831
283.257599,40.990498,896
286.118673,44.34528,361
299.90591,45.439678,776
283.022789,47.261135,648
283.022789,47.261135,648
285.168338,44.026466,588.47
285.168338,44.026466,588.47
285.168338,44.026466,588.47
285.168338,44.026466,588.47
285.168338,44.026466,588.47
297.70024,47.86375,563
285.485043,48.054325,312
290.747687,48.242012,834
298.550829,48.332455,725
298.550829,48.332455,725
296.406853,51.358154,642
285.516852,38.932408,772
290.529444,38.942671,729
293.708458,41.615135,1126
284.657888,42.652676,652
296.636834,43.802792,793
293.758347,41.871869,936.96
293.758347,41.871869,936.96
293.758347,41.871869,936.96
300.206095,45.018147,88
293.747096,45.10722,667
293.747096,45.10722,667
290.119627,46.273811,822
292.446272,46.289776,557
296.838379,46.626404,830
283.617946,47.196686,1041
291.554496,47.81448,628
297.672615,48.302315,568
298.105708,48.40115,126
283.507278,48.552605,645
293.641285,44.65704,656.23
293.641285,44.65704,656.23
290.437586,48.791885,642
286.55102,49.418743,756
291.221081,50.581303,532
289.521162,51.237316,758
290.247043,52.149136,747
286.963889,37.8297,852
295.18292,38.654231,698
294.711927,39.073762,549
288.75495,39.563656,568
295.002039,39.952923,663
296.358649,39.115194,996.32
296.358649,39.115194,996.32
296.358649,39.115194,996.32
283.499815,40.552805,333
295.432782,40.648247,833
297.503687,41.057021,751
282.11133,42.354504,805
288.230593,42.413624,1445
286.528499,43.873405,604
293.05722,45.551193,707
288.67069,47.399143,852
284.25721,47.688953,972
280.641367,47.751954,643
287.039503,46.640129,1203.57
287.039503,46.640129,1203.57
296.385544,48.233448,986
286.024025,48.43177,793
285.790685,48.683262,1034
294.951451,48.651188,1016
288.921586,49.762035,742
294.570393,50.673023,639
289.500676,51.68573,1083
293.470106,39.252808,660
293.123423,40.934766,686
285.911509,41.069443,627
296.837254,48.239964,597.14
288.961242,42.265011,1056.17
288.961242,42.265011,1056.17
288.961242,42.265011,1056.17
283.833059,41.978649,624
282.004612,42.176533,429
296.031983,42.141949,971
294.280982,42.29097,967
294.280982,42.29097,967
294.280982,42.29097,967
292.316017,42.626255,981
287.295436,43.279873,570
287.295436,43.279873,570
292.427378,44.381268,1208
291.057206,44.632381,500
293.882931,44.638096,926
292.220313,44.700031,1143
295.304508,42.47529,338.24
293.171343,45.065605,1113
293.171343,45.065605,1113
286.004962,45.480392,906
291.354639,45.747898,932
282.786824,46.244992,864
298.384823,46.276043,571
282.450603,46.321404,330
294.989131,46.838329,1019
294.989131,46.838329,1019
283.74071,47.516293,150
286.249817,48.06094,1115
290.849058,48.416016,1111
290.849058,48.416016,1111
283.212747,45.349865,368
283.212747,45.349865,368
283.212747,45.349865,368
283.212747,45.349865,368
283.212747,45.349865,368
291.159391,51.334866,1241
290.927286,39.914145,389
284.478472,40.93311,259
296.986721,47.47739,811
295.193389,39.539677,731
292.150459,39.637581,502
292.150459,39.637581,502
288.698651,39.708288,690
292.104279,39.767914,1143
290.449257,39.854802,579
289.417832,39.945013,383
289.226179,49.548203,200
293.427043,39.942437,657
296.885757,40.228233,843
297.252613,40.288605,349
295.217437,40.592251,634
291.195065,40.702706,757
289.773247,40.800724,826
293.591889,41.095161,341
292.417233,41.416882,1575
284.919429,41.617195,426
292.186888,41.727039,680
296.032191,42.13168,538
291.823482,42.516216,673
293.834559,42.624962,1022
290.327325,42.898281,1029
295.475743,43.493137,1413
290.322766,44.035809,901
290.471339,44.387085,513
284.788295,44.591675,789
283.899655,45.016888,665
285.655936,45.079556,525
288.6887,41.151173,306.39
288.6887,41.151173,306.39
288.6887,41.151173,306.39
288.6887,41.151173,306.39
289.000875,45.15427,805
287.33279,46.2035,537
288.00811,46.473557,423
282.21293,46.717819,593
282.21293,46.717819,593
297.068412,46.834278,661
297.259092,46.843193,783
288.327899,47.381592,867
291.197299,47.3078,1244
282.98379,47.57859,341
287.608202,47.509686,688
293.981569,46.687748,1107
288.138262,47.724453,564
283.710881,47.86327,558
290.465134,47.92918,641
297.808262,47.946671,1030
288.754887,48.2262,1386
297.02563,48.478596,651
298.45684,48.791592,1330
295.555049,49.017342,907
285.49925,49.277348,877
291.936173,49.253986,1778
294.153336,46.166438,1107
297.015468,49.225292,980
294.265808,49.314091,1139
291.722008,49.480877,1011
290.785759,50.054119,978
285.176211,50.149818,302
293.833326,50.230354,651
296.22197,50.287237,243
290.098067,50.321609,1180
295.455293,50.49456,875
296.021342,50.567783,968
291.032305,49.040272,144.77
291.032305,49.040272,144.77
291.032305,49.040272,144.77
291.62241,50.618237,1342
289.399721,51.250324,666
289.112222,51.737381,951
291.439982,37.905656,976
290.870517,38.273635,1066
293.87193,38.422949,1145
285.213807,39.027485,1203
289.315452,39.153285,628
294.655242,39.308366,1247
294.710624,39.521744,1044
293.260938,44.868896,746.33
293.260938,44.868896,746.33
294.489906,39.771446,1653
288.812003,40.033398,239
294.77684,40.153738,1000
283.253557,40.358196,1002
291.149507,40.420518,1023
299.316097,40.822362,620
293.49661,41.137592,1285
283.86439,41.346458,1091
288.509997,41.301769,1135
296.888201,41.396091,888
288.581516,41.0898,947.46
287.1543,41.565788,1061
288.994182,41.633278,755
293.878112,41.66177,892
299.186861,41.742682,1482
283.316391,41.83712,1054
289.508502,41.812107,251
291.760406,41.944077,810
290.00757,42.116459,626
293.816466,42.212498,1241
292.105207,42.380318,668
291.964161,42.696144,919
297.460015,42.839924,664
294.909734,42.935261,944
294.909734,42.935261,944
295.651502,43.029831,1003
282.699531,43.272743,1460
283.630767,43.379398,1214
290.393214,43.363899,675
292.965535,43.34639,1126
299.561877,43.503559,1520
295.536136,43.884453,1427
298.635649,44.170944,880
284.430506,44.480534,848
290.263285,44.55645,1375
290.263285,44.55645,1375
284.830468,44.658142,965
293.454838,44.792797,862
283.977492,44.811562,778
291.717311,44.887306,838
294.846908,45.034416,892
291.092356,45.115528,1236
286.360112,45.414295,1271
285.554804,45.578857,2020.2
285.554804,45.578857,2020.2
296.393174,45.568558,1311
283.732021,45.958771,150
283.732021,45.958771,150
293.018285,45.914692,980
297.045638,46.027363,553
284.688884,46.172249,790
285.391321,46.180939,1007
291.862847,46.429256,195
287.569664,46.567859,992
290.067985,46.57914,1128
293.092525,41.355523,1218.33
286.482254,46.692451,1262
289.431703,46.617531,1530
283.866019,46.789589,499
295.574168,42.806436,258
296.496136,47.182865,486
291.49943,37.059283,1199
290.682243,37.355117,450
288.416503,41.029804,855
292.262899,37.236992,1271
299.89723,43.903908,753
291.137593,36.577386,855.5
289.096874,44.004379,1181
289.096874,44.004379,1181
294.843831,44.077686,748
292.268128,37.955654,1075
291.903273,37.902288,278
293.254104,37.846192,1192
296.860998,41.097338,368
296.860998,41.097338,368
290.607939,41.201093,852
296.680438,41.386515,1016
293.084606,41.135436,1353
293.084606,41.135436,1353
293.084606,41.135436,1353
293.084606,41.135436,1353
290.131501,41.381498,892
294.192118,39.619003,842.87
287.593209,44.179417,782
287.593209,44.179417,782
290.503604,44.143581,867
291.275634,47.329491,1465
292.144477,47.157352,902
297.393183,47.164627,1013
283.184612,47.15567,1000
293.184531,37.969851,1614
291.579173,38.035828,1185
294.115656,38.393485,795
292.713101,38.358213,1362
292.713101,38.358213,1362
289.607956,44.345425,570
286.490428,38.374907,761
286.490428,38.374907,761
286.490428,38.374907,761
287.44409,38.088431,1000
291.423583,38.216591,689
290.884667,38.057567,528
291.03193,38.211956,1190
291.433297,41.703438,400
287.27264,41.635559,727
282.724059,44.346478,383
287.477437,44.237514,899
285.628532,44.310889,224
293.74169,44.44833,124.82
281.766389,44.292549,520
287.653619,47.414811,1036
288.868231,47.759434,412
291.062936,47.484803,544
295.920663,47.448616,604
292.068304,38.842261,666
293.743938,38.939276,512
291.692465,38.572907,468
290.000414,38.539892,1649
295.975153,38.946652,915
300.517131,44.38158,1051.43
300.517131,44.38158,1051.43
300.517131,44.38158,1051.43
300.517131,44.38158,1051.43
286.917117,38.872221,727
293.595841,39.029477,1447
292.006813,38.820733,1205
295.21664,38.774343,794
288.133701,38.996881,763
291.019046,38.54558,458
287.307857,39.144731,377
297.208965,41.781708,752
292.478209,42.142291,1085
287.174894,44.878571,1029
281.288118,42.45108,1052.9
296.112564,39.978779,357
296.112564,39.978779,357
296.112564,39.978779,357
296.112564,39.978779,357
296.112564,39.978779,357
296.112564,39.978779,357
286.574823,44.795204,1049
286.075243,44.664639,419
286.015855,45.007767,828
299.221605,44.693874,615
293.37227,44.785137,648
293.37227,44.785137,648
293.229945,45.053314,657
296.007043,44.853443,260
289.020172,48.119812,1312
291.59409,48.445614,321
289.083643,48.018131,933
293.63695,42.82497,351.79
293.63695,42.82497,351.79
293.63695,42.82497,351.79
296.614859,48.082645,1554
285.424273,47.834614,847
288.85529,48.208538,1482
285.662694,48.435371,840
284.910486,48.431644,1327
285.22111,47.881382,1199
293.362842,39.212452,1059
296.081856,39.161617,1401
296.235105,39.370343,967
295.370797,39.177218,722
292.87339,42.966137,927.97
292.87339,42.966137,927.97
292.87339,42.966137,927.97
292.87339,42.966137,927.97
292.87339,42.966137,927.97
291.020145,39.220678,989
285.617437,39.37953,619
292.276118,39.550179,956
284.582577,39.220204,896
290.477412,39.732009,1352
294.769908,39.398514,820
294.769908,39.398514,820
284.860139,39.240548,649
294.966046,42.708569,1352
286.887275,42.471256,625
282.332793,42.463825,954
282.232525,43.665627,405.01
282.232525,43.665627,405.01
282.232525,43.665627,405.01
295.054286,42.756847,1122
294.985491,42.727669,577
295.926094,45.383862,1346
290.479954,45.6007,421
287.054516,45.180374,620
283.574233,45.734802,2011
287.452778,45.704399,1003
285.24667,45.950195,846
285.435512,45.976021,1210
291.074676,45.242584,833
298.252049,40.496077,1443.27
298.252049,40.496077,1443.27
298.252049,40.496077,1443.27
298.252049,40.496077,1443.27
298.252049,40.496077,1443.27
296.507394,49.457291,778
284.251306,48.809612,1052
292.328581,49.653538,552
296.321994,48.971478,1247
287.857729,48.774113,394
290.957565,49.203812,471
287.057016,49.046021,1233
283.504798,49.451015,529
293.288273,48.811619,797
290.851779,48.521339,747
290.973429,45.290318,782.09
290.973429,45.290318,782.09
290.973429,45.290318,782.09
290.973429,45.290318,782.09
293.084462,48.57539,1535
294.680286,49.14016,869
297.391593,48.560692,854
283.936824,49.110325,610
293.351293,43.13464,741
295.09499,43.537586,1043
289.603836,46.314953,1175
294.632389,43.400467,1039
288.848631,51.209049,296
286.741873,43.190108,915
295.577265,46.254742,1295
292.353929,46.22628,806
297.779266,46.492741,806
297.664523,43.248962,1145
285.057092,46.320675,1573
297.724283,43.527435,664
290.122337,43.08556,690
287.285313,51.249981,824
282.363512,46.67524,1269
289.424591,50.994122,957
297.916877,46.96513,1277.88
297.916877,46.96513,1277.88
295.402544,50.478634,1231
294.52711,43.36816,1695
295.417461,43.60564,1114
296.403212,51.271339,1397
294.95686,43.014328,1072
297.3013,43.141888,1244
283.478199,43.383781,735
289.859129,46.522667,572
285.296197,46.603439,567
295.806573,50.909798,772
281.971245,43.672771,673
288.992588,46.670753,1364
294.649885,43.335587,525
286.433673,50.300327,549
292.584443,49.923161,420
288.661559,49.737206,632
286.271745,43.595234,857
290.090807,39.816989,831
290.090807,39.816989,831
295.521206,49.738632,413
291.467319,50.759489,513
288.435745,43.763496,1387
291.083797,40.355255,1372
283.129641,43.888241,640
284.963031,43.913006,1216
288.734088,46.939396,1090
289.290653,51.408891,516
282.439182,43.734486,896
290.586837,51.69582,1147
286.585389,46.87093,479
297.48258,40.68078,1038
285.573981,38.400892,614
285.573981,38.400892,614
285.573981,38.400892,614
284.433492,49.305161,780
296.177297,46.99902,505
291.152951,40.887497,241
289.731692,46.953823,904
288.771018,40.664176,829
288.771018,40.664176,829
288.822916,40.389049,1151
290.051123,46.713375,521
291.405561,40.125487,758
285.476589,41.63274,352
295.322517,39.376484,250
289.506358,45.370998,318
285.672872,44.116734,1344.56
296.047358,42.743006,402
298.589186,40.750689,567
298.111206,41.758333,1265
297.583122,41.952431,597
290.412001,44.89933,678
290.592077,45.737137,806
290.983322,45.973301,769
299.05126,47.949284,1027
298.200719,48.267838,1245
298.114772,48.494404,1219
289.086058,41.562941,484.62
289.086058,41.562941,484.62
289.086058,41.562941,484.62
284.296949,49.158676,926
284.296949,49.158676,926
284.616205,49.190811,847
284.731462,49.533195,558
294.171085,40.055165,966
290.668512,40.397718,995
290.106539,40.490657,623
289.679343,40.700466,771
289.38351,41.392695,879
289.920717,41.542828,532
298.481124,41.615332,820
291.418281,38.672354,96.18
291.418281,38.672354,96.18
298.314444,42.247434,905
297.132641,42.768253,490
296.952062,43.271969,478
289.568659,43.538612,922
290.288467,43.755322,603
295.021668,46.619217,482
293.577759,46.736347,687
294.168805,46.714611,1482
294.168805,46.714611,1482
294.789143,46.98399,861
293.865613,47.026829,1029
281.194747,47.497148,192.97
281.194747,47.497148,192.97
294.241293,47.275982,1317
294.326356,47.217613,1105
294.955114,44.149818,218
284.273965,41.535023,1239
293.601262,42.379761,1035
291.269748,42.096046,1543
300.929606,44.02879,918
294.366727,42.252678,1188
293.300231,41.523338,884
298.607876,46.453682,572
284.482459,44.398037,451.38
287.956566,41.130329,1489
287.73756,38.114567,408
285.371949,41.993912,1167
288.971662,44.624531,240
288.971662,44.624531,240
295.859378,47.93951,224
288.471458,40.269795,637
292.530806,49.061707,631
290.156346,48.818996,749
287.256685,46.066769,467
292.171168,40.811382,1003
297.069643,40.525141,123.32
281.457163,46.746468,298
282.035496,43.631268,607
295.313145,46.237488,439
296.752973,45.0411,786
295.30009,40.556591,478
298.515338,41.891205,618
297.270578,50.121811,773
286.558075,38.40536,499
286.558075,38.40536,499
285.602528,50.112038,312
285.602528,50.112038,312
288.372508,47.933556,411
288.372508,47.933556,411
287.326624,48.673431,405.58
287.326624,48.673431,405.58
289.62523,40.708726,350
284.094587,41.182821,345
295.828703,43.425495,1304
290.165258,49.923862,297
285.013102,40.220753,121
290.54855,38.495275,404
289.869641,46.729706,1020
291.51621,42.248196,664
286.710723,43.043453,624
300.371281,46.408276,606
285.661662,37.964506,353.87
294.613008,45.060169,804
289.248907,47.650101,913
288.41768,46.590427,702
285.10406,45.008167,655
296.958868,46.394127,461
290.144308,44.049953,741
293.094007,42.896431,563
289.41107,46.130848,936
290.708386,42.237251,248
281.582909,47.233631,484
297.354004,41.300049,209.63
297.938209,46.881393,933
297.938209,46.881393,933
297.090655,49.626572,370
284.43028,47.641785,268
292.614101,44.394661,298
289.072225,47.40707,170
284.615727,39.131038,659
291.912789,41.533611,1098
289.233369,49.938934,470
296.754151,49.208744,996
299.660466,46.198418,568
350.031372,-60.065182,25.17
124.53175,-68.313,10.62
124.53175,-68.313,10.62
124.53175,-68.313,10.62
11.24724,-15.271532,14.99
11.24724,-15.271532,14.99
340.492104,-69.168986,14.9
165.6915,-16.406192,26.49
165.6915,-16.406192,26.49
319.113667,2.580942,17.64
45.464111,-16.593372,6.87
69.824148,22.350967,158.87
69.824148,22.350967,158.87
232.577571,-42.979908,2000
317.551544,10.738873,188.7
272.015825,-27.150075,1000
272.424917,-29.224153,5800
268.560542,-34.778053,7700
269.706,-30.196931,3300
267.008125,-35.005411,3040
271.742208,-26.819692,6100
268.461625,-33.990333,5690
272.547258,-26.522932,2800
271.95697,-25.344639,3500
269.496333,-30.715175,810
271.303917,-27.293233,6430
271.531006,-31.454477,2300
270.854,-29.213417,7380
270.097833,-31.245258,7000
268.867889,-29.170666,4400
268.913958,-28.476847,7720
271.223333,-27.220944,7560
270.442963,-29.108778,5300
268.143097,-32.040092,7210
271.9487,-28.170279,7100
271.473755,-27.714287,6500
268.742218,-29.750463,6800
261.7925,-29.793972,5100
269.375958,-29.736564,7120
132.48676,11.692484,837.03
132.82283,11.756299,842.01
132.753364,11.814655,895.73
132.753193,11.88653,939.38
132.82936,11.67102,851.36
82.714378,-36.630787,224
215.122879,-31.20207,360.3
94.444794,-35.706394,1010
89.599,-30.811803,282.6
221.058267,5.605374,309.5
75.795417,-30.399345,311.03
328.975833,-14.068292,434.28
141.920833,-19.347314,619.74
238.233879,12.912411,500
238.233879,12.912411,500
305.001917,4.632367,838.31
204.700622,-2.030315,551.99
204.700622,-2.030315,551.99
271.318125,-28.895,5800
267.540708,-34.673194,3200
271.522167,-30.732639,4100
268.579958,-30.377306,6600
268.143792,-30.087778,1510
268.143792,-30.087778,1510
271.351807,-26.421944,2760
269.108167,-32.237417,5900
266.872583,-34.726556,8100
269.786708,-30.759472,6800
269.315735,-28.233862,6100
264.559083,-27.136139,2570
269.448833,-27.394528,4380
263.577917,-27.14275,4019
263.577917,-27.14275,4019
265.694875,-24.261,1760
268.325708,-30.471167,4970
271.4905,-27.712,1300
268.968292,-29.818528,6700
272.019257,-29.731583,3000
268.0295,-31.690583,3040
269.764618,-28.421028,3900
268.031208,-29.846111,1161
268.126556,-30.292694,6300
268.409485,-28.895271,6900
270.621708,-28.39625,4100
268.102081,-30.548389,2220
268.75238,-31.469055,6400
268.75238,-31.469055,6400
269.408997,-28.963158,6860
269.662537,-28.031694,8200
270.184333,-28.660889,600
268.75425,-29.047111,2500
271.205042,-32.633028,4230
268.158792,-28.551917,6700
269.895416,-31.818611,6500
269.260406,-28.116167,3410
273.2045,-27.012639,3730
269.717926,-27.613556,6770
268.847931,-30.207251,3910
267.970612,-29.27136,4705
269.329407,-31.951723,5915
269.048889,-30.52836,5800
268.280365,-30.245722,860
269.055542,-29.199083,5650
272.176958,-29.835806,3200
269.014,-29.082889,7100
269.014,-29.082889,7100
269.147958,-29.539222,282.84
267.867708,-29.876361,1386.23
163.324625,-61.405639,1096.98
163.101667,-61.446806,600
162.644667,-61.957194,2500
167.327963,-61.095257,2669.56
160.059951,-62.455601,1574.54
166.979921,-61.146263,1704.36
245.605058,-24.087208,125
212.042333,-41.397939,113.43
212.042333,-41.397939,113.43
298.215108,39.955104,1000
289.76359,51.962601,347.27
203.608877,-66.581116,1200
53.247388,54.578747,504.93
195.014903,12.682353,600
195.014903,12.682353,600
195.014903,12.682353,600
259.791971,-14.6336,1200
350.644348,-26.849533,230
130.432596,20.226891,181.54
130.547882,19.277044,183.68
130.547882,19.277044,183.68
217.428955,-62.679485,1.3
303.381672,65.162041,186.61
284.443904,69.570836,539
207.655866,-6.804028,182.32
359.152008,36.212971,750.99
4.859266,44.027641,332.17
7.053898,42.061333,371.39
222.210083,22.152611,101.14
358.515125,37.021825,725
157.412342,70.527083,276.7
160.748096,60.964119,211.4
246.616837,-25.446609,137.19
247.812567,-24.545471,135
65.273181,-48.651976,21.2
176.934982,0.804563,3.38
195.194092,12.375724,11.51
246.8313,-24.694553,112.32
269.758333,-29.198194,8500
269.724667,-29.189056,8500
64.715416,17.387936,147
76.927666,24.79875,380
23.594729,-66.675819,111.4
23.594729,-66.675819,111.4
23.594729,-66.675819,111.4
112.965667,-73.606153,336
79.767917,-71.895528,416.5
316.631875,-26.692858,336.47
73.980208,-63.260056,178.84
73.980208,-63.260056,178.84
68.4155,-51.956233,22.45
68.4155,-51.956233,22.45
68.4155,-51.956233,22.45
72.694042,-60.90545,265.15
346.622013,-5.041274,12.43
346.622013,-5.041274,12.43
346.622013,-5.041274,12.43
346.622013,-5.041274,12.43
346.622013,-5.041274,12.43
346.622013,-5.041274,12.43
346.622013,-5.041274,12.43
154.277798,19.558472,759
154.277798,19.558472,759
45.582458,49.74416,497.41
12.887344,58.426167,481
343.871704,62.239182,700
43.253708,16.881289,3.83
43.253708,16.881289,3.83
286.041062,36.632629,160.39
286.808473,49.316402,216.66
268.029265,37.546154,228
268.304354,37.211849,523.7
305.221841,59.448788,364.1
266.654083,-29.211361,6300
241.47532,-18.312332,144.29
239.103821,-25.688953,141
245.373138,-25.495321,138
53.869338,-25.739395,239.6
53.869338,-25.739395,239.6
331.05044,26.41886,1400
61.331642,20.157103,108.5
61.331642,20.157103,108.5
61.331642,20.157103,108.5
61.331642,20.157103,108.5
68.291803,24.56205,150
194.008964,-12.956031,12.7
5.166978,31.98999,397.29
348.992912,31.462852,141.57
68.959728,-64.027039,368.28
98.351102,-23.48621,202.39
249.314868,7.183352,470
160.602432,7.435026,143
24.167667,-50.659027,252.52
166.429747,-5.079412,355.69
188.386871,-10.146149,64.86
47.368964,30.673594,125.12
224.872776,46.960117,360
327.664437,10.463482,460
36.775432,-50.284519,158.69
19.550543,2.702824,380.53
55.933441,-65.193855,333
97.63664,29.672291,432.48
62.616051,-45.89822,437
107.600275,-39.097393,270
289.478676,-32.86113,214
332.714323,-30.749672,433
63.373865,-69.226807,234
63.373865,-69.226807,234
160.55867,-3.835064,102
176.298965,-42.063927,246
140.102976,33.882439,228.99
203.105988,-42.475273,180
210.193542,-30.583567,250
217.609131,-46.15918,120
314.575373,-35.796555,547
267.284974,29.879107,300
0.32575,-8.926325,164
41.639084,-0.463922,308
49.562229,-41.302147,230
218.276477,21.894714,162.75
60.38562,-20.451092,180
71.824409,-17.115154,570
140.506393,-23.946169,840
320.762878,-40.048443,358.72
322.253754,-58.83614,91.54
359.191528,-22.153164,426
208.927939,-32.159607,284.35
349.063446,0.306743,458.91
279.26239,40.018723,430
32.781708,2.418,140
201.655197,-8.31756,337.71
4.146333,-10.976417,532.92
68.136497,-38.968334,730.5
214.683032,-20.275484,195.2
87.67942,-27.623163,284
126.337875,-11.501,346.46
168.292923,-17.657778,313.6
256.537417,-10.413056,263.29
344.873413,-60.447769,322
357.580536,-17.077572,583
144.875375,-20.982472,113
196.043869,-35.549522,381
96.744621,-46.821445,306.63
127.387375,-12.944694,638.38
239.962306,-28.061733,410.41
135.416375,-20.720444,308.27
171.84525,-44.088694,774.33
199.433838,-47.237583,546.02
354.168243,-34.611279,234.54
195.794006,-41.384838,414.69
166.319167,-34.122306,638.38
334.796625,-1.834639,178
227.270375,-42.704944,418
24.354311,-45.677887,123.92
24.354311,-45.677887,123.92
123.392292,-1.98275,255.8
26.793208,3.133056,443
311.67325,-41.820889,330.64
163.789,-0.737139,328
209.517042,-30.348139,640
214.059625,-19.542278,275
148.417002,-45.659191,270.41
7.709304,-40.573433,550.76
223.658708,-38.744528,495
307.725542,6.429536,153.89
5.160559,-23.935728,210
347.492721,18.396086,260.33
52.818043,-23.819702,320.5
101.127587,-42.761826,208.74
227.215586,2.343304,325.05
195.359879,-27.5222,212.7
4.602897,-15.267305,254.51
353.616152,-1.580064,410
357.879538,-39.906719,87.82
278.631793,35.661533,232.7
169.439021,-19.054773,360
3.961682,1.200451,278.17
36.712746,37.550484,122.36
165.399561,-23.860636,132.59
76.081782,-6.229821,203.39
131.580405,-8.026946,390.64
221.943987,1.064966,343
243.959845,10.032566,136.77
217.326702,-3.444534,230
353.562841,-42.061428,269.21
190.618736,-30.63987,164.14
190.618736,-30.63987,164.14
192.981545,-42.073608,178.19
154.908372,-9.806276,80
3.903165,-11.938115,368.31
5.237497,-35.99826,212.48
318.736981,-55.87178,379.36
331.203047,-12.018885,266.69
331.203047,-12.018885,266.69
331.203047,-12.018885,266.69
331.203047,-12.018885,266.69
291.16233,55.47316,460.14
91.089427,-16.965294,195.64
359.348991,-41.277149,311.88
43.688073,-10.89808,185.82
348.494748,8.761262,140
31.909203,-20.661839,202.51
31.909203,-20.661839,202.51
205.454308,-0.128076,253.03
203.758114,-17.503464,299.97
183.366285,23.055698,323.99
223.820104,-2.057665,402.8
274.701064,45.172016,292.85
349.623126,24.88929,125
348.157246,-22.673937,198.23
356.666564,31.155935,436.37
75.299663,-26.054144,495.63
87.139961,-63.988434,176.53
94.336431,-38.323257,293.13
101.115041,-32.858402,350
133.324304,8.523038,310
158.224966,-34.989845,507.18
295.74384,-19.949596,190.49
305.095785,-19.31468,227.87
315.025778,-5.094404,50.03
311.042609,-39.225273,163.05
315.476951,-13.433218,245
29.263338,0.758834,366.45
41.039999,-30.169039,440.17
319.94961,-58.148876,319.57
304.538823,-1.075676,149.85
342.385707,-10.67556,260
26.632746,2.700539,120
37.155115,-7.060681,105.47
63.75624,-22.116434,771.13
66.370903,-30.600445,248.45
359.900292,-35.031391,90.19
359.900292,-35.031391,90.19
303.167407,-2.144208,49.86
304.207886,3.29405,402.96
72.660671,1.893921,277.84
190.152085,-19.284243,300
131.107099,1.860033,125
175.908386,6.563726,142.46
185.324708,-52.840833,300.92
309.511192,-48.462067,531.61
313.899962,-18.971106,293.38
315.531971,7.056235,340
357.845367,-70.152832,150.59
246.692108,51.041115,530
9.458792,51.288761,250
313.783098,-34.135555,212.46
313.788158,-34.135521,180
337.457189,-48.003086,138.09
1.046351,-47.360626,356.02
24.604338,-55.772083,151.73
58.428794,-34.328194,284.05
39.897688,-50.008003,159.39
121.723902,-66.30465,19.2
184.487125,16.4445,10.1
293.9932,36.290325,3200
293.732796,36.815491,1000
247.575241,-12.662594,4.31
247.575241,-12.662594,4.31
247.575241,-12.662594,4.31
206.847687,-6.136875,44.58
240.54935,28.169586,164.33
117.026968,50.2258,154.94
117.031174,50.217556,152.06
117.031174,50.217556,152.06
65.469581,57.817181,214.31
110.388223,58.268108,274.79
116.716527,39.094578,278.37
94.793282,73.827682,237.06
277.478871,85.233217,234.1
18.127668,-16.998966,3.6
18.127668,-16.998966,3.6
18.127668,-16.998966,3.6
31.793364,23.462423,20.21
68.980164,16.509302,20.43
124.128838,9.185545,90.54
86.821198,-51.066513,19.75
86.821198,-51.066513,19.75
222.676361,74.155502,38.78
239.396881,26.87788,69.98
53.232685,-9.458262,3.21
330.84024,-56.785976,3.64
67.154167,19.180431,49.23
154.993149,19.841488,38.52
354.836884,77.632278,13.54
233.881577,-14.789536,47.43
233.881577,-14.789536,47.43
231.232391,58.966064,31.67
355.102112,44.333931,50.06
237.808044,35.657383,30.09
148.190903,26.006952,32.63
269.756622,-9.773632,46.2
269.756622,-9.773632,46.2
237.573105,2.196509,76.91
230.03566,29.616209,84.99
127.566124,60.71817,60.5
84.291214,-80.469124,18.28
265.492096,72.156914,22.16
240.261093,33.303509,17.48
240.261093,33.303509,17.48
206.815598,17.456905,15.66
26.017012,-15.93748,3.6
26.017012,-15.93748,3.6
26.017012,-15.93748,3.6
26.017012,-15.93748,3.6
